公司代號,公司名稱,有害廢棄物量-數據(公噸),有害廢棄物量-資料範圍,非有害廢棄物量-數據(公噸),非有害廢棄物量-資料範圍,總重量(有害+非有害)-數據(公噸),總重量(有害+非有害)-資料範圍,廢棄物密集度-密集度(公噸/單位),廢棄物密集度-單位,取得驗證
2428,興勤,376.3509,本公司所有廠區及子公司元耀科技股份有限公司、興勤(常州)電子有限公司、東莞為勤電子有限公司、興勤(宜昌)電子有限公司及江西興勤電子有限公司,"218,690.81",本公司所有廠區及子公司元耀科技股份有限公司、興勤(常州)電子有限公司、東莞為勤電子有限公司、興勤(宜昌)電子有限公司及江西興勤電子有限公司,"219,067.16",本公司所有廠區及子公司元耀科技股份有限公司、興勤(常州)電子有限公司、東莞為勤電子有限公司、興勤(宜昌)電子有限公司及江西興勤電子有限公司,0.0225,KPCS產品,N
2429,銘旺科,N/A,僅母公司,N/A,僅母公司,21.64,僅母公司,N/A,N/A,N
2430,燦坤,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2431,聯昌,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2432,倚天酷碁-創,N/A,僅申報公司,N/A,僅申報公司,1.27,僅申報公司,0,百萬元營業額,N
2433,互盛電,N/A,僅母公司,N/A,僅母公司,78.2,僅母公司,0.0001,千元營業額,N
2434,統懋,0,母公司,12.05,母公司,12.05,母公司,0.2529,百萬元營業額,N
2436,偉詮電,N/A,新竹廠區,N/A,新竹廠區,1.808,新竹廠區,0.0006,百萬元營業額,"111年12月底進行ISO14001第三方外部驗證,112年3月取得ISO14001證書"
2438,翔耀,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2439,美律,N/A,母公司與部分合併財務報表之子公司,N/A,母公司與部分合併財務報表之子公司,472.0179,母公司與部分合併財務報表之子公司,0.0133,百萬元營業額,ISO 14001
2440,太空梭,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2441,超豐,322.8135,公義廠及頭份廠,"1,707.07",公義廠及頭份廠,"2,029.89",公義廠及頭份廠,0.1273,百萬元營業額,ISO 14001
2442,新美齊,N/A,111年新美齊新建工程建案,N/A,111年新美齊新建工程建案,"2,791.00",111年新美齊新建工程建案,N/A,N/A,N
2444,兆勁,7,母公司,140,母公司,147,母公司,0.0003,百萬元營業額,ISO 14001
2449,京元電子,269.1,包含合併財務報表之母子公司,"2,753.00",包含合併財務報表之母子公司,"3,022.10",包含合併財務報表之母子公司,8.1,億元,ISO 14001
2450,神腦,0,新店總公司共10間辦公室,27.11,新店總公司共10間辦公室,27.11,新店總公司共10間辦公室,0.0779,公噸/人,N
2451,創見,N/A,僅母公司,N/A,僅母公司,216.84,僅母公司,0.0179,百萬元營業額,N
2453,凌群,N/A,母公司,N/A,母公司,33.37,母公司,0.0059,百萬元營業額,N
2454,聯發科,N/A,僅母公司,N/A,僅母公司,218.55,僅母公司,0.0177,母公司員工人數,N
2455,全新,243.84,平鎮廠、平鎮二廠,42.705,平鎮廠、平鎮二廠,286.545,平鎮廠、平鎮二廠,286.545,產品,N
2457,飛宏,N/A,台灣飛宏:林口總部+台南廠,N/A,台灣飛宏:林口總部+台南廠,51.8,台灣飛宏:林口總部+台南廠,0.0037,百萬元營業額,ISO 14001
2458,義隆,N/A,義隆電子(新竹、中和)、義晶、義碩、義傳,N/A,義隆電子(新竹、中和)、義晶、義碩、義傳,60.204,義隆電子(新竹、中和)、義晶、義碩、義傳,0.082,每年每人,AA1000
2459,敦吉,N/A,母公司及子公司敦吉檢測科技股份有限公司台北商辦大樓,N/A,母公司及子公司敦吉檢測科技股份有限公司台北商辦大樓,2.3,母公司及子公司敦吉檢測科技股份有限公司台北商辦大樓,N/A,N/A,N
2460,建通,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2461,光群雷,5.23,僅母公司,43.88,僅母公司,49.11,僅母公司,0.0279,百萬元營業額,N
2462,良得電,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2464,盟立,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2465,麗臺,0.024,工廠,0.024,工廠,0.048,工廠,N/A,N/A,N
2466,冠西電,N/A,母公司宜蘭廠,N/A,母公司宜蘭廠,57.97,母公司宜蘭廠,0.0001,仟元營業額,N
2467,志聖,0,母公司,175.585,母公司,175.585,母公司,N/A,N/A,N
2468,華經,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2471,資通,N/A,主要來源為辦公室廢紙。,N/A,主要來源為辦公室廢紙。,0.034,主要來源為辦公室廢紙。,N/A,N/A,N
2472,立隆電,N/A,立隆、立隆惠州、立隆蘇州,N/A,立隆、立隆惠州、立隆蘇州,405.4,立隆、立隆惠州、立隆蘇州,N/A,N/A,N
2474,可成,60.71,僅母公司台南廠區,"11,587.54",僅母公司台南廠區,"11,648.25",僅母公司台南廠區,1.5741,百萬元營業額,ISO 14001
2476,鉅祥,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2477,美隆電,0.2,111/01/01~111/12/31 母公司,24.085,111/01/01~111/12/31 母公司,24.285,111/01/01~111/12/31 母公司,0.0075,千元營業額,ISO 14001
2478,大毅,"1,670.95",母公司,190.45,母公司,"1,861.40",母公司,0.371,百萬元營業額,ISO 14001
2480,敦陽科,0,新竹總公司,3.98,新竹總公司,3.98,新竹總公司,0.0006,百萬元營業額,N
2481,強茂,81.019,岡山廠,250.0075,岡山廠,331.0265,岡山廠,0.0374,營業額,ISO 14001
2482,連宇,0,母公司,1.273,母公司,1.273,母公司,N/A,N/A,ISO 14001
2483,百容,12.3,僅母公司,90,僅母公司,102.3,僅母公司,N/A,N/A,N
2484,希華,80.21,母公司,38.3,母公司,118.51,母公司,0.04,百萬元營業額,N
2485,兆赫,37.342,僅母公司,70.1967,僅母公司,107.5387,僅母公司,0,千元營業額,ISO 9001、ISO 14001
2486,一詮,390.2445,母公司,81.2091,母公司,471.4536,母公司,0.0002,千元營業額,ISO 14001
2488,漢平,0.67,2022年委託公民營處理許可機構清除處理數量與回收業者處理之數量。,11.83,2022年委託公民營處理許可機構清除處理數量與回收業者處理之數量。,12.5,2022年委託公民營處理許可機構清除處理數量與回收業者處理之數量。,0.0041,百萬元營業額,N
2489,瑞軒,40.44,包含合併財務報表之母子公司,"3,643.90",包含合併財務報表之母子公司,"3,684.34",包含合併財務報表之母子公司,0.23,百萬元營業額,N
2491,吉祥全,0,母子公司,22.9,母子公司,22.9,母子公司,N/A,N/A,N
2492,華新科,"3,559.00",母公司及主要生產基地之子公司(東莞/蘇州/廣州),"6,761.00",母公司及主要生產基地之子公司(東莞/蘇州/廣州),"10,320.00",母公司及主要生產基地之子公司(東莞/蘇州/廣州),0.0135,產品,ISO 14001
2493,揚博,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2495,普安,0.49,僅母公司,0,僅母公司,0.49,僅母公司,N/A,N/A,N
2496,卓越,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2497,怡利電,N/A,有害+非有害,N/A,有害+非有害,44,有害+非有害,N/A,N/A,ISO 14001
2498,宏達電,9.772,範圍以HTC台灣區域為主，涵蓋所有HTC在台灣執行營運的母子公司組織範疇,455.044,範圍以HTC台灣區域為主，涵蓋所有HTC在台灣執行營運的母子公司組織範疇,464.816,範圍以HTC台灣區域為主，涵蓋所有HTC在台灣執行營運的母子公司組織範疇,0.105,百萬元營業額,ISO 14001
2501,國建,N/A,CSR,N/A,CSR,"9,343.00",CSR,583.94,工地數量,N
2504,國產,0,國產公司所有廠區,"18,446.00",國產公司所有廠區,"18,446.00",國產公司所有廠區,N/A,N/A,N
2505,國揚,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2506,太設,N/A,僅執行中工地,N/A,僅執行中工地,"3,659.00",僅執行中工地,N/A,N/A,N
2509,全坤建,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2511,太子,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2514,龍邦,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2515,中工,8.005,母公司,"34,943.45",母公司,"34,951.46",母公司,2.5175,百萬元營業額,N
2516,新建,0,工地,"14,668.52",工地,"14,668.52",工地,2.14,百萬元營業額,N
2520,冠德,N/A,公司的生活垃圾,N/A,公司的生活垃圾,54.72,公司的生活垃圾,0.0025,百萬元營業額,N
2524,京城,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2527,宏璟,0,包含合併財務報表之母子公司,"273,269.33",包含合併財務報表之母子公司,"273,269.33",包含合併財務報表之母子公司,N/A,N/A,N
2528,皇普,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2530,華建,N/A,合併財務報表之母子公司,N/A,合併財務報表之母子公司,"4,050.00",合併財務報表之母子公司,0.09,樓地板面積(平方公尺),N
2534,宏盛,0,在建工程（北投石牌、汐止智興、新店心中央）,"2,754.00",在建工程（北投石牌、汐止智興、新店心中央）,"2,754.00",在建工程（北投石牌、汐止智興、新店心中央）,N/A,N/A,N
2535,達欣工,N/A,母公司營運總部,N/A,母公司營運總部,13.41,母公司營運總部,0.001,百萬元營業額,ISO 9001
2536,宏普,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2537,聯上發,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2538,基泰,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2539,櫻花建,0,母公司,"1,668.30",母公司,"1,668.30",母公司,N/A,N/A,N
2540,愛山林,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2542,興富發,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2543,皇昌,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2545,皇翔,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2546,根基,0,總公司及工程專案,"16,108.00",總公司及工程專案,"16,108.00",總公司及工程專案,1.134,百萬元營業額,N
2547,日勝生,N/A,日勝生/日鼎水務/萬達通,N/A,日勝生/日鼎水務/萬達通,"4,673.23",日勝生/日鼎水務/萬達通,0.0494,日勝生：噸/人,ISO 14001
2548,華固,N/A,僅母公司辦公室,N/A,僅母公司辦公室,1.92,僅母公司辦公室,0.0001,百萬元營業額,N
2597,潤弘,0,宜蘭冬山廠,168.654,宜蘭冬山廠,168.654,宜蘭冬山廠,N/A,N/A,N
2601,益航,N/A,N/A,N/A,N/A,N/A,N/A,600.01,海運廢棄物總量,N
2603,長榮,N/A,海上船舶及陸上營運據點,N/A,海上船舶及陸上營運據點,313.5,海上船舶及陸上營運據點,N/A,N/A,N
2605,新興,N/A,統計船隊產出之廢棄物，包含塑膠類(一般廢棄物)、食物廢棄物(廚房廢油)及有害廢棄物(汙油水/Sludge),N/A,統計船隊產出之廢棄物，包含塑膠類(一般廢棄物)、食物廢棄物(廚房廢油)及有害廢棄物(汙油水/Sludge),1.389,統計船隊產出之廢棄物，包含塑膠類(一般廢棄物)、食物廢棄物(廚房廢油)及有害廢棄物(汙油水/Sludge),N/A,N/A,N
2606,裕民,N/A,船上食物廢棄物、紙、玻璃、金屬、塑膠及食用油,N/A,船上食物廢棄物、紙、玻璃、金屬、塑膠及食用油,0.38,船上食物廢棄物、紙、玻璃、金屬、塑膠及食用油,0,千元營業額,DNV VeriSustain 中度保證等級
2607,榮運,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2608,嘉里大榮,N/A,嘉里大榮物流組織全部(僅母公司),N/A,嘉里大榮物流組織全部(僅母公司),"1,576.57",嘉里大榮物流組織全部(僅母公司),0.16,百萬元營業額,N
2609,陽明,N/A,辦公室、基隆(陽明)貨櫃場及營運船舶,N/A,辦公室、基隆(陽明)貨櫃場及營運船舶,306.94,辦公室、基隆(陽明)貨櫃場及營運船舶,0,仟元個體營業收入,ISO 14001
2610,華航,N/A,以母公司為主體（但包含企業總部、修護廠區、台灣地區作業區域與分公司，母數範圍較同業廣）,N/A,以母公司為主體（但包含企業總部、修護廠區、台灣地區作業區域與分公司，母數範圍較同業廣）,"2,346.00",以母公司為主體（但包含企業總部、修護廠區、台灣地區作業區域與分公司，母數範圍較同業廣）,0.0156,百萬元營業額,ISO 14001
2611,志信,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2612,中航,N/A,合併財務報表之母子公司之一般廢棄物,N/A,合併財務報表之母子公司之一般廢棄物,124,合併財務報表之母子公司之一般廢棄物,0.0281,百萬元營業額,N
2613,中櫃,N/A,本公司內部統計資料,N/A,本公司內部統計資料,779.88,本公司內部統計資料,N/A,N/A,ISO 14001
2614,東森,N/A,僅母公司,N/A,僅母公司,"4,490.55",僅母公司,3.0362,百萬元營業額,N
2615,萬海,N/A,台中、高雄碼頭和台灣辦公室,N/A,台中、高雄碼頭和台灣辦公室,"1,868.22",台中、高雄碼頭和台灣辦公室,0.007,百萬元營業額,GHG Protocol and ISO 14064-1:2018
2616,山隆,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2617,台航,N/A,含母子公司,N/A,含母子公司,6.24,含母子公司,N/A,N/A,N
2618,長榮航,N/A,僅母公司,N/A,僅母公司,182.03,僅母公司,0.0006,每人每日廢棄物產出量(以24小時計算),ISO 14001
2630,亞航,N/A,"本公司廠區(松山、台中、台南
(含歸仁)、屏東)所產生之廢棄物量。",N/A,"本公司廠區(松山、台中、台南
(含歸仁)、屏東)所產生之廢棄物量。",118.41,"本公司廠區(松山、台中、台南
(含歸仁)、屏東)所產生之廢棄物量。",0.0291,百萬營業額,N
2633,台灣高鐵,N/A,12處車站及5個基地,N/A,12處車站及5個基地,"6,306.73",12處車站及5個基地,N/A,N/A,N
2634,漢翔,429.2961,母公司,"1,898.08",母公司,"2,327.38",母公司,0.077,百萬元營業額,ISO 14001
2636,台驊控股,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2637,慧洋-KY,N/A,包含合併財務報表之母子公司,N/A,包含合併財務報表之母子公司,"2,357.00",包含合併財務報表之母子公司,0.09,百萬元營業額,N
2642,宅配通,N/A,台灣宅配通股份有限公司,N/A,台灣宅配通股份有限公司,416.4327,台灣宅配通股份有限公司,N/A,N/A,N
2645,長榮航太,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2701,萬企,N/A,以萬華企業為主體,N/A,以萬華企業為主體,240,以萬華企業為主體,1.06,百萬元營業額,N
2702,華園,N/A,僅為母公司,N/A,僅為母公司,13.5,僅為母公司,"21,990.00",千元營業額,N
2704,國賓,0,2022/1/1~2022/12/31以國賓大飯店為主體，包含台北、新竹、高雄三館,178.0432,2022/1/1~2022/12/31以國賓大飯店為主體，包含台北、新竹、高雄三館,178.0432,2022/1/1~2022/12/31以國賓大飯店為主體，包含台北、新竹、高雄三館,0.0001,千元營業額,N
2705,六福,N/A,母公司之主要營運地，包含總公司及南港分公司,N/A,母公司之主要營運地，包含總公司及南港分公司,901.7523,母公司之主要營運地，包含總公司及南港分公司,0.0005,千元營業額,N
2706,第一店,0,臺北市中山區的第一大飯店,10.2,臺北市中山區的第一大飯店,10.2,臺北市中山區的第一大飯店,0.0351,百萬元營業額,N
2707,晶華,N/A,台北晶華,N/A,台北晶華,"1,520.77",台北晶華,0.5024,百萬元營業額,N
2712,遠雄來,N/A,母公司,N/A,母公司,205,母公司,0.3846,百萬元營業額,N
2722,夏都,0,母公司,204.07,母公司,204.07,母公司,N/A,N/A,N
2723,美食-KY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2727,王品,N/A,含王品、王莆(子公司)、群品(子公司)(每餐227g*人次*12個月),N/A,含王品、王莆(子公司)、群品(子公司)(每餐227g*人次*12個月),"5,311.80",含王品、王莆(子公司)、群品(子公司)(每餐227g*人次*12個月),14.91,含王品、王莆(子公司)、群品(子公司)事業廢棄物量(公克)/實質連鎖營業額(元),各店廢油採用環保署合格廠商。
2731,雄獅,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2739,寒舍,N/A,母公司,N/A,母公司,"2,256.62",母公司,0.0007,仟元營業額,N
2748,雲品,N/A,母公司,N/A,母公司,340.57,母公司,0.1642,百萬元營業額,N
2753,八方雲集,0,母公司淡水廠、西螺廠、高雄廠,"2,163.46",母公司淡水廠、西螺廠、高雄廠,"2,163.46",母公司淡水廠、西螺廠、高雄廠,0.4,百萬元營業額,N
2801,彰銀,N/A,總行(臺北大樓),N/A,總行(臺北大樓),102.46,總行(臺北大樓),0.003,百萬元營業額,ISO 14001
2809,京城銀,0,母公司總行大樓,12.31,母公司總行大樓,12.31,母公司總行大樓,42.91,人均廢棄物(公斤),N
2812,台中銀,N/A,民權大樓,N/A,民權大樓,60.1,民權大樓,N/A,N/A,N
2816,旺旺保,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2820,華票,N/A,總公司與5家分公司,N/A,總公司與5家分公司,0.065,總公司與5家分公司,N/A,N/A,N
2832,台產,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2834,臺企銀,N/A,總行大樓,N/A,總行大樓,19.15,總行大樓,0.03,總行大樓740人,ISO 14001
2836,高雄銀,N/A,母公司,N/A,母公司,35.57,母公司,0.01,百萬元營業額,N
2838,聯邦銀,N/A,全行,N/A,全行,155.949,全行,0.0117,百萬元營業額,N
2845,遠東銀,0,母公司國內據點+一家子公司(遠銀資產),165.95,母公司國內據點+一家子公司(遠銀資產),165.95,母公司國內據點+一家子公司(遠銀資產),0.0649,人,N
2849,安泰銀,N/A,僅母公司共53個據點之資訊設備及廢紙銷毀。,N/A,僅母公司共53個據點之資訊設備及廢紙銷毀。,46.0733,僅母公司共53個據點之資訊設備及廢紙銷毀。,N/A,N/A,N
2850,新產,N/A,總部大樓,N/A,總部大樓,41.25,總部大樓,0.0062,服務,N
2851,中再保,N/A,母公司,N/A,母公司,7.682,母公司,0.0004,百萬元營業額,N
2852,第一保,N/A,全公司,N/A,全公司,74.79,全公司,N/A,N/A,N
2855,統一證,N/A,總部大樓,N/A,總部大樓,43.1107,總部大樓,62.54,人均垃圾量,ISO 14001
2867,三商壽,N/A,全公司,N/A,全公司,14.97,全公司,N/A,N/A,N
2880,華南金,N/A,華南金控及華南銀行總行大樓,N/A,華南金控及華南銀行總行大樓,194.93,華南金控及華南銀行總行大樓,0.004,百萬元營業額,ISO 14001
2881,富邦金,N/A,包含富邦金控及子公司富邦人壽、台北富邦銀行、富邦產險、富邦證券、日盛銀行(2023/4併入北富銀)、日盛證券(2023/4併入富邦證券)、富邦期貨、富邦育樂、富邦運動場館、富邦投信、富邦投顧、北富銀創投。,N/A,包含富邦金控及子公司富邦人壽、台北富邦銀行、富邦產險、富邦證券、日盛銀行(2023/4併入北富銀)、日盛證券(2023/4併入富邦證券)、富邦期貨、富邦育樂、富邦運動場館、富邦投信、富邦投顧、北富銀創投。,902,包含富邦金控及子公司富邦人壽、台北富邦銀行、富邦產險、富邦證券、日盛銀行(2023/4併入北富銀)、日盛證券(2023/4併入富邦證券)、富邦期貨、富邦育樂、富邦運動場館、富邦投信、富邦投顧、北富銀創投。,0.023,員工人數,N
2882,國泰金,N/A,包含集團(金控、人壽、銀行、產險、證券、投信、投顧、創投、期貨、私募)之國內據點,N/A,包含集團(金控、人壽、銀行、產險、證券、投信、投顧、創投、期貨、私募)之國內據點,"1,187.54",包含集團(金控、人壽、銀行、產險、證券、投信、投顧、創投、期貨、私募)之國內據點,26.04,總員工數(公斤/每人),ISO 14001
2883,凱基金,N/A,開發金控所有據點及中國人壽北京代表處，未涵蓋包含中國人壽國內所有通訊處及海外子公司所有據點,N/A,開發金控所有據點及中國人壽北京代表處，未涵蓋包含中國人壽國內所有通訊處及海外子公司所有據點,672.63,開發金控所有據點及中國人壽北京代表處，未涵蓋包含中國人壽國內所有通訊處及海外子公司所有據點,N/A,N/A,ISO 14001
2884,玉山金,0,100%持有合併財務報表之母子公司，其中95%國內據點有實際盤查，另外5%海外據點為推估值,692.214,100%持有合併財務報表之母子公司，其中95%國內據點有實際盤查，另外5%海外據點為推估值,692.214,100%持有合併財務報表之母子公司，其中95%國內據點有實際盤查，另外5%海外據點為推估值,0.0089,百萬元營業額,ISO 14001、ISO 14064
2885,元大金,N/A,合併財務報表之母子公司(全台灣營業據點),N/A,合併財務報表之母子公司(全台灣營業據點),651.7,合併財務報表之母子公司(全台灣營業據點),57.91,人均,ISO14064-1
2886,兆豐金,N/A,包含合併財務報表母子公司之國內所有據點,N/A,包含合併財務報表母子公司之國內所有據點,314.532,包含合併財務報表母子公司之國內所有據點,0.0363,國內員工人數,ISAE 3000
2887,台新金,N/A,歷年台新金控的廢棄物總重量依內湖、金控及建北大樓的廢棄物總量為計算基礎，再依三棟大數佔全金控的員工數比例推估。,N/A,歷年台新金控的廢棄物總重量依內湖、金控及建北大樓的廢棄物總量為計算基礎，再依三棟大數佔全金控的員工數比例推估。,795.71,歷年台新金控的廢棄物總重量依內湖、金控及建北大樓的廢棄物總量為計算基礎，再依三棟大數佔全金控的員工數比例推估。,0.012,百萬元營業額,永續報告書資訊委由BSI查證，取得GRI Standards準則-核心選項與AA1000AS v3第二類型中度保證等級查證
2888,新光金,0,包含合併財務報表之母子公司,"1,799.88",包含合併財務報表之母子公司,"1,799.88",包含合併財務報表之母子公司,0.12,人均廢棄物製造量,N
2889,國票金,N/A,"涵蓋包含合併財務報表之母子公司，包括國票金融控股公司、國際票券金融股份有限公司、國票綜合證券股份有限公司、國票證券投資顧問股份有限公司、國票期貨股份有限公司、國票證創業投資股份有限公司、國票創業投資股份有限公司、國旺國際融資租賃有限公司、IBF Financial Holding Co., Ltd.，共計48個據點。",N/A,"涵蓋包含合併財務報表之母子公司，包括國票金融控股公司、國際票券金融股份有限公司、國票綜合證券股份有限公司、國票證券投資顧問股份有限公司、國票期貨股份有限公司、國票證創業投資股份有限公司、國票創業投資股份有限公司、國旺國際融資租賃有限公司、IBF Financial Holding Co., Ltd.，共計48個據點。",56.402,"涵蓋包含合併財務報表之母子公司，包括國票金融控股公司、國際票券金融股份有限公司、國票綜合證券股份有限公司、國票證券投資顧問股份有限公司、國票期貨股份有限公司、國票證創業投資股份有限公司、國票創業投資股份有限公司、國旺國際融資租賃有限公司、IBF Financial Holding Co., Ltd.，共計48個據點。",0.01,佰萬元淨收益,ISO 14001
2890,永豐金,0,金控及旗下5家主要子公司（永豐銀行、永豐金證券、永豐投信、永豐金租賃、永豐創業投資） 之國內所有營運據點納入統計範疇。,579.77,金控及旗下5家主要子公司（永豐銀行、永豐金證券、永豐投信、永豐金租賃、永豐創業投資） 之國內所有營運據點納入統計範疇。,579.77,金控及旗下5家主要子公司（永豐銀行、永豐金證券、永豐投信、永豐金租賃、永豐創業投資） 之國內所有營運據點納入統計範疇。,0.0667,每人,AA1000 ASv3第二類型高度保證等級
2891,中信金,N/A,中信銀行全據點及各子公司之總部,N/A,中信銀行全據點及各子公司之總部,"1,317.00",中信銀行全據點及各子公司之總部,0.098,人,ISO14064-1:2018
2892,第一金,N/A,國內全數營運據點,N/A,國內全數營運據點,279,國內全數營運據點,0.029,員工人數,ISO 14001
2897,王道銀行,0,母公司全球營運據點,54.09,母公司全球營運據點,54.09,母公司全球營運據點,0.05,每人,ISO 14001
2901,欣欣,0,111年度總廢棄物產出量,185.62,111年度總廢棄物產出量,185.62,111年度總廢棄物產出量,0.27,百萬元營業額,N
2903,遠百,N/A,僅母公司,N/A,僅母公司,"8,316.00",僅母公司,14.58,億元營業額,N
2904,匯僑,N/A,臺中港&#11972;&#12038;及&#11972;五槽區,N/A,臺中港&#11972;&#12038;及&#11972;五槽區,39.22,臺中港&#11972;&#12038;及&#11972;五槽區,N/A,N/A,N
2905,三商,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2906,高林,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2908,特力,N/A,特&#12050;(股)總部及楊梅物流中&#12092;,N/A,特&#12050;(股)總部及楊梅物流中&#12092;,467.734,特&#12050;(股)總部及楊梅物流中&#12092;,0.031,百萬營收,N
2910,統領,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2911,麗嬰房,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2912,統一超,N/A,"實際統計包含總部大樓及1,110家門市、推估值包含9處區辦公室及5,521家門市。",N/A,"實際統計包含總部大樓及1,110家門市、推估值包含9處區辦公室及5,521家門市。","43,992.12","實際統計包含總部大樓及1,110家門市、推估值包含9處區辦公室及5,521家門市。",5.8,門市數,AA1000 type2
2913,農林,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2915,潤泰全,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2923,鼎固-KY,N/A,包含上海打浦橋日月光中心、上海嘉定日月光中心、上海御華山以及重慶日月光中心，共計四據點。,N/A,包含上海打浦橋日月光中心、上海嘉定日月光中心、上海御華山以及重慶日月光中心，共計四據點。,"23,410.30",包含上海打浦橋日月光中心、上海嘉定日月光中心、上海御華山以及重慶日月光中心，共計四據點。,0.2539,新台幣十萬元營收,N
2929,淘帝-KY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2939,永邑-KY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2945,三商家購,N/A,物流部紙箱回收數據,N/A,物流部紙箱回收數據,330,物流部紙箱回收數據,N/A,N/A,N
3002,歐格,0,母公司,4.35,母公司,4.35,母公司,0.0086,百萬元營業額,N
3003,健和興,N/A,僅母公司,N/A,僅母公司,167.49,僅母公司,0,產品,ISO 14001
3004,豐達科,169.38,僅母公司,242.65,僅母公司,412.03,僅母公司,0.18,百萬元營業額,ISO9001、ISO14001
3005,神基,"1,449.42",涵蓋神基投控暨其八家子公司,"4,097.83",涵蓋神基投控暨其八家子公司,"5,547.25",涵蓋神基投控暨其八家子公司,5.0875,百萬元營業額,GRI Standards依循選項與AA 1000 ASv3 Type1 中度保證等級的要求
3006,晶豪科,0.4695,母公司,19.57,母公司,20.0395,母公司,0.0012,百萬元營業額,N
3008,大立光,33,母公司,"3,284.00",母公司,"3,317.00",母公司,0.07,百萬元營業額,N
3010,華立,N/A,僅母公司,N/A,僅母公司,108.04,僅母公司,N/A,N/A,N
3011,今皓,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
3013,晟銘電,99,包含合併財務報表之母子公司,"2,251.00",包含合併財務報表之母子公司,"2,350.00",包含合併財務報表之母子公司,N/A,N/A,N
3014,聯陽,1.96,母公司,19.84,母公司,21.8,母公司,0.0042,百萬元營業額,N
3015,全漢,56.435,母公司與部分子公司,427.43,母公司與部分子公司,483.865,母公司與部分子公司,0.032,百萬元營業額,N
3016,嘉晶,5.2,僅母公司,174.45,僅母公司,179.65,僅母公司,N/A,N/A,ISO 14001
3017,奇鋐,445.68,台灣高雄、深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達 &#160;、越南,"7,947.34",台灣高雄、深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達 &#160;、越南,"8,393.02",台灣高雄、深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達 &#160;、越南,0.1498,廢棄物總量：8393.016噸 / 56016.554TWD'M=0.1498,N
3018,隆銘綠能,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
3019,亞光,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
3021,鴻名,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
3022,威強電,1.1,僅母公司,0,僅母公司,1.1,僅母公司,0.0002,百萬元營業額,N
